id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-0459,Symmetry — equilateral triangle (3 lines),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — equilateral triangle (3 lines),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0460,Symmetry — rectangle (2 lines),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — rectangle (2 lines),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0461,Symmetry — isosceles triangle (1 line),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — isosceles triangle (1 line),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0462,Symmetry — regular hexagon (6 lines),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — regular hexagon (6 lines),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0463,Symmetry — regular pentagon (5 lines),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — regular pentagon (5 lines),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0464,"Symmetry — circle (infinite, draw 4 to suggest)",Mathematics,Symmetry,Year 4,LKS2,diagram_a,"Symmetry — circle (infinite, draw 4 to suggest)","Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0465,Symmetry — kite (1 line),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — kite (1 line),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0466,Symmetry — letter A (1 line),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — letter A (1 line),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0467,Symmetry — letter H (2 lines),Mathematics,Symmetry,Year 4,LKS2,diagram_a,Symmetry — letter H (2 lines),"Bold shape outline, dashed mirror lines in red","[""symmetry""]",Adaptly Primary Catalogue,0,,
pdl-0468,"Money scene — bakery with bun 30p, cake £1.20, biscuit 25p",Mathematics,Money,Year 3,LKS2,diagram_a,"Money scene — bakery with bun 30p, cake £1.20, biscuit 25p","Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0469,"Money scene — toy shop with car £3.50, ball £1.99, doll £4.25",Mathematics,Money,Year 3,LKS2,diagram_a,"Money scene — toy shop with car £3.50, ball £1.99, doll £4.25","Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0470,"Money scene — café menu with toast, juice, fruit",Mathematics,Money,Year 3,LKS2,diagram_a,"Money scene — café menu with toast, juice, fruit","Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0471,"Money scene — book fair with paperback, comic, pencil",Mathematics,Money,Year 3,LKS2,diagram_a,"Money scene — book fair with paperback, comic, pencil","Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0472,Money scene — supermarket fruit aisle,Mathematics,Money,Year 3,LKS2,diagram_a,Money scene — supermarket fruit aisle,"Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0473,Money scene — school fete tombola,Mathematics,Money,Year 3,LKS2,diagram_a,Money scene — school fete tombola,"Friendly shopkeeper, hand-drawn price labels, bright shelves","[""money"",""word-problem"",""scene""]",Adaptly Primary Catalogue,0,,
pdl-0474,Ruler — pencil 12 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — pencil 12 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0475,Ruler — crayon 7 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — crayon 7 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0476,Ruler — paperclip 4 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — paperclip 4 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0477,Ruler — leaf 9 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — leaf 9 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0478,Ruler — ribbon 18 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — ribbon 18 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0479,Ruler — stick of glue 11 cm,Mathematics,Measurement (length),Year 2,KS1,diagram_a,Ruler — stick of glue 11 cm,"Realistic 30 cm ruler, mm and cm marks, object pencilled below","[""length"",""ruler"",""cm""]",Adaptly Primary Catalogue,0,,
pdl-0480,Scales — 250 g flour,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 250 g flour,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0481,Scales — 400 g rice,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 400 g rice,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0482,Scales — 750 g sugar,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 750 g sugar,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0483,Scales — 1 kg oats,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 1 kg oats,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0484,Scales — 350 g potatoes,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 350 g potatoes,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0485,Scales — 600 g pasta,Mathematics,Measurement (mass),Year 3,LKS2,diagram_a,Scales — 600 g pasta,"Round dial with 0–1 kg in 100 g intervals, red needle","[""mass"",""scales"",""grams""]",Adaptly Primary Catalogue,0,,
pdl-0486,Jug — 250 ml,Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 250 ml,"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0487,Jug — 500 ml,Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 500 ml,"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0488,Jug — 750 ml,Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 750 ml,"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0489,Jug — 1 L (1000 ml),Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 1 L (1000 ml),"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0490,Jug — 350 ml,Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 350 ml,"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0491,Jug — 925 ml,Mathematics,Measurement (capacity),Year 3,LKS2,diagram_a,Jug — 925 ml,"Clear jug outline, blue water, scale marks every 100 ml","[""capacity"",""jug"",""ml""]",Adaptly Primary Catalogue,0,,
pdl-0492,Thermometer — 20 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 20 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0493,Thermometer — 0 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 0 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0494,Thermometer — −5 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — −5 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0495,Thermometer — 35 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 35 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0496,Thermometer — −15 °C (compare),Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — −15 °C (compare),"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0497,Thermometer — 12 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 12 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0498,Thermometer — 28 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 28 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0499,Thermometer — 45 °C,Mathematics,Measurement (temperature),Year 4,LKS2,diagram_a,Thermometer — 45 °C,"Bulb at base, scale −20 to 50 in 5 °C steps","[""temperature"",""thermometer""]",Adaptly Primary Catalogue,0,,
pdl-0500,BIDMAS step-by-step — 6 + 4 × 3,Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — 6 + 4 × 3,"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0501,BIDMAS step-by-step — (6 + 4) × 3,Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — (6 + 4) × 3,"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0502,BIDMAS step-by-step — 18 ÷ 2 + 5,Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — 18 ÷ 2 + 5,"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0503,BIDMAS step-by-step — 3² + 4 × 2,Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — 3² + 4 × 2,"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0504,BIDMAS step-by-step — 24 − (3 + 5) × 2,Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — 24 − (3 + 5) × 2,"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0505,BIDMAS step-by-step — 100 ÷ (4 × 5),Mathematics,Order of operations,Year 6,UKS2,diagram_a,BIDMAS step-by-step — 100 ÷ (4 × 5),"Each step in its own row, operation highlighted in colour","[""BIDMAS"",""BODMAS"",""order-of-operations""]",Adaptly Primary Catalogue,0,,
pdl-0506,Number line −10..10,Mathematics,Negative numbers,Year 5,UKS2,diagram_a,Number line −10..10,"Zero marked with bold tick, negative side blue, positive red","[""negative-numbers"",""number-line""]",Adaptly Primary Catalogue,0,,
pdl-0507,Number line −20..20 step 2,Mathematics,Negative numbers,Year 5,UKS2,diagram_a,Number line −20..20 step 2,"Zero marked with bold tick, negative side blue, positive red","[""negative-numbers"",""number-line""]",Adaptly Primary Catalogue,0,,
pdl-0508,Number line −5..5,Mathematics,Negative numbers,Year 5,UKS2,diagram_a,Number line −5..5,"Zero marked with bold tick, negative side blue, positive red","[""negative-numbers"",""number-line""]",Adaptly Primary Catalogue,0,,
pdl-0509,Number line −15..15 with arrow on −7,Mathematics,Negative numbers,Year 5,UKS2,diagram_a,Number line −15..15 with arrow on −7,"Zero marked with bold tick, negative side blue, positive red","[""negative-numbers"",""number-line""]",Adaptly Primary Catalogue,0,,
pdl-0510,Number line −10..10 with arrow on +4,Mathematics,Negative numbers,Year 5,UKS2,diagram_a,Number line −10..10 with arrow on +4,"Zero marked with bold tick, negative side blue, positive red","[""negative-numbers"",""number-line""]",Adaptly Primary Catalogue,0,,
pdl-0511,Tally chart — class lunches,Mathematics,Statistics,Year 3,LKS2,diagram_a,Tally chart — class lunches,"Five-bar gates, totals column shaded","[""statistics"",""tally""]",Adaptly Primary Catalogue,0,,
pdl-0512,Tally chart — bird species in 10 minutes,Mathematics,Statistics,Year 3,LKS2,diagram_a,Tally chart — bird species in 10 minutes,"Five-bar gates, totals column shaded","[""statistics"",""tally""]",Adaptly Primary Catalogue,0,,
pdl-0513,Tally chart — colour of cars passing,Mathematics,Statistics,Year 3,LKS2,diagram_a,Tally chart — colour of cars passing,"Five-bar gates, totals column shaded","[""statistics"",""tally""]",Adaptly Primary Catalogue,0,,
pdl-0514,Tally chart — fruits eaten at break,Mathematics,Statistics,Year 3,LKS2,diagram_a,Tally chart — fruits eaten at break,"Five-bar gates, totals column shaded","[""statistics"",""tally""]",Adaptly Primary Catalogue,0,,
pdl-0515,Tally chart — hairstyles (sample survey),Mathematics,Statistics,Year 3,LKS2,diagram_a,Tally chart — hairstyles (sample survey),"Five-bar gates, totals column shaded","[""statistics"",""tally""]",Adaptly Primary Catalogue,0,,
pdl-0516,Egg trays — 6 trays of 6 eggs,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Egg trays — 6 trays of 6 eggs,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0517,Sweet boxes — 4 boxes of 8 sweets,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Sweet boxes — 4 boxes of 8 sweets,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0518,Pencil packs — 5 packs of 12 pencils,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Pencil packs — 5 packs of 12 pencils,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0519,Tile floor — 8 rows of 10 tiles,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Tile floor — 8 rows of 10 tiles,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0520,Buttons — 7 cards of 4 buttons,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Buttons — 7 cards of 4 buttons,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0521,Apples crate — 9 layers of 3 apples,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Apples crate — 9 layers of 3 apples,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0522,Stickers sheet — 12 rows of 4 stickers,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Stickers sheet — 12 rows of 4 stickers,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0523,Biscuit pack — 6 columns of 5 biscuits,Mathematics,Multiplication and division,Year 3,LKS2,diagram_a,Biscuit pack — 6 columns of 5 biscuits,Real object motif with grid overlay,"[""multiplication"",""real-life"",""array""]",Adaptly Primary Catalogue,0,,
pdl-0524,Number formation — 0,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 0 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0525,Number formation — 1,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 1 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0526,Number formation — 2,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 2 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0527,Number formation — 3,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 3 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0528,Number formation — 4,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 4 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0529,Number formation — 5,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 5 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0530,Number formation — 6,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 6 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0531,Number formation — 7,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 7 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0532,Number formation — 8,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 8 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0533,Number formation — 9,Mathematics,Number formation,Year 1,KS1,diagram_a,The digit 9 drawn with sequenced arrows showing the correct stroke order for handwriting.,"Large digit in pale outline, red arrows numbered 1, 2 (and 3 if needed)","[""handwriting"",""number-formation"",""EYFS-Y1""]",Adaptly Primary Catalogue,0,,
pdl-0534,Rounding — 47 to nearest 10,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 47 to nearest 10,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0535,Rounding — 152 to nearest 10,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 152 to nearest 10,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0536,Rounding — 264 to nearest 100,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 264 to nearest 100,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0537,Rounding — 850 to nearest 100,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 850 to nearest 100,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0538,Rounding — 1450 to nearest 1000,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 1450 to nearest 1000,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0539,Rounding — 7825 to nearest 1000,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 7825 to nearest 1000,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0540,Rounding — 12 350 to nearest 10 000,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 12 350 to nearest 10 000,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0541,Rounding — 49 999 to nearest 10 000,Mathematics,Rounding,Year 4,LKS2,diagram_a,Rounding — 49 999 to nearest 10 000,Highlighted nearest-multiple ticks in green,"[""rounding""]",Adaptly Primary Catalogue,0,,
pdl-0542,Compass grid — 4-point N/E/S/W,Mathematics,Position and direction,Year 4,LKS2,diagram_a,Compass grid — 4-point N/E/S/W,"Compass rose in upper right, child icon central","[""compass"",""direction"",""grid""]",Adaptly Primary Catalogue,0,,
pdl-0543,Compass grid — 8-point with NE/SE/SW/NW,Mathematics,Position and direction,Year 4,LKS2,diagram_a,Compass grid — 8-point with NE/SE/SW/NW,"Compass rose in upper right, child icon central","[""compass"",""direction"",""grid""]",Adaptly Primary Catalogue,0,,
pdl-0544,Compass grid — Logo robot path,Mathematics,Position and direction,Year 4,LKS2,diagram_a,Compass grid — Logo robot path,"Compass rose in upper right, child icon central","[""compass"",""direction"",""grid""]",Adaptly Primary Catalogue,0,,
pdl-0545,Compass grid — treasure map mini,Mathematics,Position and direction,Year 4,LKS2,diagram_a,Compass grid — treasure map mini,"Compass rose in upper right, child icon central","[""compass"",""direction"",""grid""]",Adaptly Primary Catalogue,0,,
pdl-0546,Counting in 2s — number track 0 to 24,Mathematics,Counting and place value,Year 2,KS1,diagram_a,Number track marked 0 to 24 with multiples of 2 highlighted.,"Multiples shaded yellow, others plain","[""counting-on"",""count-in-2s"",""skip-counting""]",Adaptly Primary Catalogue,0,,
pdl-0547,Counting in 5s — number track 0 to 60,Mathematics,Counting and place value,Year 2,KS1,diagram_a,Number track marked 0 to 60 with multiples of 5 highlighted.,"Multiples shaded yellow, others plain","[""counting-on"",""count-in-5s"",""skip-counting""]",Adaptly Primary Catalogue,0,,
pdl-0548,Counting in 10s — number track 0 to 120,Mathematics,Counting and place value,Year 1,KS1,diagram_a,Number track marked 0 to 120 with multiples of 10 highlighted.,"Multiples shaded yellow, others plain","[""counting-on"",""count-in-10s"",""skip-counting""]",Adaptly Primary Catalogue,0,,
pdl-0549,Phoneme card — s (snake hissing),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""s"" large at top, a friendly illustration of ""snake hissing"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0550,Phoneme card — a (apple),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""a"" large at top, a friendly illustration of ""apple"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0551,Phoneme card — t (tap),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""t"" large at top, a friendly illustration of ""tap"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0552,Phoneme card — p (pencil),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""p"" large at top, a friendly illustration of ""pencil"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0553,Phoneme card — i (insect),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""i"" large at top, a friendly illustration of ""insect"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0554,Phoneme card — n (net),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""n"" large at top, a friendly illustration of ""net"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0555,Phoneme card — m (mouse),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""m"" large at top, a friendly illustration of ""mouse"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0556,Phoneme card — d (dog),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""d"" large at top, a friendly illustration of ""dog"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0557,Phoneme card — g (girl),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""g"" large at top, a friendly illustration of ""girl"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0558,Phoneme card — o (octopus),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""o"" large at top, a friendly illustration of ""octopus"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0559,Phoneme card — c (cat),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""c"" large at top, a friendly illustration of ""cat"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0560,Phoneme card — k (kite),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""k"" large at top, a friendly illustration of ""kite"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
pdl-0561,Phoneme card — ck (duck),English,Phonics,Year 1,KS1,diagram_a,"Card showing the grapheme ""ck"" large at top, a friendly illustration of ""duck"" below, and the example word printed underneath.","Letter in pale outline with stroke arrows, illustration in cartoon style, example word in handwriting font","[""phonics"",""phoneme"",""grapheme"",""KS1"",""Letters-and-Sounds""]",Adaptly Primary Catalogue,0,,
